Comment,Name,Color,Text,P/T,Rarity,Edition,Cost,Stars,Qty,Type
,Auramancer,W,"When Auramancer enters the battlefield, you may return target enchantment card from your graveyard to your hand.",2/2,C,PC2,2W,5,6,Creature - Human Wizard
,"Aurelia, the Warleader",Gld,"Flying, vigilance, haste
Whenever Aurelia, the Warleader attacks for the first time each turn, untap all creatures you control. After this phase, there is an additional combat phase.",3/4,M,GTC,2RRWW,4.039,1,Legendary Creature - Angel
,Avacyn's Pilgrim,G,%T: Add %W to your mana pool.,1/1,C,ISD,G,3.857,2,Creature - Human Monk
,Aven Squire,W,"Flying
Exalted #(Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)#",1/1,C,M13,1W,3.120,4,Creature - Bird Soldier
,Avian Changeling,W,"Changeling #(This card is every creature type at all times.)#
Flying",2/2,C,LRW,2W,3.278,2,Creature - Shapeshifter
,Azorius Arrester,W,"When Azorius Arrester enters the battlefield, detain target creature an opponent controls. #(Until your next turn, that creature canﾒt attack or block and its activated abilities canﾒt be activated.)#",2/1,C,RTR,1W,3.135,6,Creature - Human Soldier
,Azorius Justiciar,W,"When Azorius Justiciar enters the battlefield, detain up to two target creatures your opponents control. #(Until your next turn, those creatures canﾒt attack or block and their activated abilities canﾒt be activated.)#",2/2,U,RTR,2WW,2.939,3,Creature - Human Wizard
,Azor's Elocutors,Gld,"At the beginning of your upkeep, put a filibuster counter on Azorﾒs Elocutors. Then if Azorﾒs Elocutors has five or more filibuster counters on it, you win the game.
Whenever a source deals damage to you, remove a filibuster counter from Azorﾒs Elocutors.",3/5,R,RTR,3%D%D,3.591,2,Creature - Human Advisor
,Balustrade Spy,B,"Flying
When Balustrade Spy enters the battlefield, target player reveals cards from the top of his or her library until he or she reveals a land card, then puts those cards into his or her graveyard.",2/3,C,GTC,3B,3.958,4,Creature - Vampire Rogue
,Bane Alley Blackguard,B,,1/3,C,DGM,1B,2.277,15,Creature - Human Rogue
,Banisher Priest,W,"When Banisher Priest enters the battlefield, exile target creature an opponent controls until Banisher Priest leaves the battlefield. #(That creature returns under its ownerﾒs control.)#",2/2,U,M14,1WW,5,4,Creature - Human Cleric
,Basilica Guards,W,"Defender
Extort #(Whenever you cast a spell, you may pay %O. If you do, each opponent loses 1 life and you gain that much life.)#",1/4,C,GTC,2W,2.914,5,Creature - Human Soldier
,Batterhorn,R,"When Batterhorn enters the battlefield, you may destroy target artifact.",4/3,C,RTR,4R,2.188,3,Creature - Beast
,Battering Krasis,G,"Trample
Evolve #(Whenever a creature enters the battlefield under your control, if that creature has greater power or toughness than this creature, put a +1/+1 counter on this creature.)#",2/1,C,DGM,2G,3.373,13,Creature - Fish Beast
,Battle Sliver,R,Sliver creatures you control get +2/+0.,3/3,U,M14,4R,2.490,4,Creature - Sliver
,Battleflight Eagle,W,"Flying
When Battleflight Eagle enters the battlefield, target creature gets +2/+2 and gains flying until end of turn.",2/2,C,M13,4W,1.784,6,Creature - Bird
,Bazaar Krovod,W,"Whenever Bazaar Krovod attacks, another target attacking creature gets +0/+2 until end of turn. Untap that creature.",2/5,U,RTR,4W,2.017,1,Creature - Beast
,Beetleform Mage,Gld,%G%U: Beetleform Mage gets +2/+2 and gains flying until end of turn. Activate this ability only once each turn.,2/2,C,DGM,1GU,3.404,15,Creature - Human Insect Wizard
,Bellows Lizard,R,%1%R: Bellows Lizard gets +1/+0 until end of turn.,1/1,C,RTR,R,5,4,Creature - Lizard
,Biovisionary,Gld,"At the beginning of the end step, if you control four or more creatures named Biovisionary, you win the game.",2/3,R,GTC,1GU,3.332,1,Creature - Human Wizard
,Black Cat,B,"When Black Cat dies, target opponent discards a card at random.",1/1,C,DKA,1B,3.667,1,Creature - Zombie Cat
,Bladetusk Boar,R,Intimidate #(This creature canﾒt be blocked except by artifact creatures and/or creatures that share a color with it.)#,3/2,C,M13,3R,3.080,6,Creature - Boar
,Blaze Commando,Gld,"Whenever an instant or sorcery spell you control deals damage, put two 1/1 red and white Soldier creature tokens with haste onto the battlefield.",5/3,U,DGM,3RW,3.805,11,Creature - Minotaur Soldier
,Blightcaster,B,"Whenever you cast an enchantment spell, you may have target creature get -2/-2 until end of turn.",2/3,U,M14,3B,5,4,Creature - Human Wizard
,Blind-Spot Giant,R,Blind-Spot Giant canﾒt attack or block unless you control another Giant.,4/3,C,MMA,2R,3.031,4,Creature - Giant Warrior
,Blistercoil Weird,Gld,"Whenever you cast an instant or sorcery spell, Blistercoil Weird gets +1/+1 until end of turn. Untap it.",1/1,U,RTR,%I,3.447,1,Creature - Weird
,Blood Bairn,B,Sacrifice another creature: Blood Bairn gets +2/+2 until end of turn.,2/2,C,M14,2B,3.200,10,Creature - Vampire
,Blood Baron of Vizkopa,Gld,"Lifelink, protection from white and from black
As long as you have 30 or more life and an opponent has 10 or less life, Blood Baron of Vizkopa gets +6/+6 and has flying.",4/4,M,DGM,3WB,3.854,2,Creature - Vampire
,Blood Scrivener,B,"If you would draw a card while you have no cards in hand, instead draw two cards and lose 1 life.",2/1,R,DGM,1B,3.833,1,Creature - Zombie Wizard
,Bloodcrazed Neonate,R,"Bloodcrazed Neonate attacks each turn if able.
Whenever Bloodcrazed Neonate deals combat damage to a player, put a +1/+1 counter on it.",2/1,C,ISD,1R,3.267,1,Creature - Vampire
,Bloodghast,B,"Bloodghast canﾒt block.
Bloodghast has haste as long as an opponent has 10 or less life.
#Landfall# ﾗ Whenever a land enters the battlefield under your control, you may return Bloodghast from your graveyard to the battlefield.",2/1,R,ZEN,BB,4.458,2,Creature - Vampire Spirit
,Bloodhunter Bat,B,"Flying
When Bloodhunter Bat enters the battlefield, target player loses 2 life and you gain 2 life.",2/2,C,M13,3B,2.840,5,Creature - Bat
,Bloodmark Mentor,R,Red creatures you control have first strike.,1/1,U,DDG,1R,3.770,4,Creature - Goblin Warrior
,Bloodthrone Vampire,B,Sacrifice a creature: Bloodthrone Vampire gets +2/+2 until end of turn.,1/1,C,M13,1B,5,4,Creature - Vampire
,Blur Sliver,R,Sliver creatures you control have haste. #(They can attack and %T as soon as they come under your control.)#,2/2,C,M14,2R,3.211,5,Creature - Sliver
,Bogbrew Witch,B,"%2, %T: Search your library for a card named Festering Newt or Bubbling Cauldron, put it onto the battlefield tapped, then shuffle your library.",1/3,R,M14,3B,3.148,3,Creature - Human Wizard
,Boggart Mob,B,"Champion a Goblin #(When this enters the battlefield, sacrifice it unless you exile another Goblin you control. When this leaves the battlefield, that card returns to the battlefield.)#
Whenever a Goblin you control deals combat damage to a player, you may put a 1/1 black Goblin Rogue creature token onto the battlefield.",5/5,R,LRW,3B,3.798,1,Creature - Goblin Warrior
,Bomber Corps,R,"#Battalion# ﾗ Whenever Bomber Corps and at least two other creatures attack, Bomber Corps deals 1 damage to target creature or player.",1/2,C,GTC,1R,2.786,8,Creature - Human Soldier
,Bond Beetle,G,"When Bond Beetle enters the battlefield, put a +1/+1 counter on target creature.",0/1,C,M13,G,3.615,5,Creature - Insect
,Bonescythe Sliver,W,Sliver creatures you control have double strike. #(They deal both first-strike and regular combat damage.)#,2/2,,GAM,3W,3.623,1,Creature - Sliver
,Borderland Ranger,G,"When Borderland Ranger enters the battlefield, you may search your library for a basic land card, reveal it, and put it into your hand. If you do, shuffle your library.",2/2,C,AVR,2G,3.557,1,Creature - Human Scout
,Boros Battleshaper,Gld,"At the beginning of each combat, up to one target creature attacks or blocks this combat if able and up to one target creature canﾒt attack or block this combat.",5/5,R,DGM,5RW,3.482,4,Creature - Minotaur Soldier
,Boros Elite,W,"#Battalion# ﾗ Whenever Boros Elite and at least two other creatures attack, Boros Elite gets +2/+2 until end of turn.",1/1,U,GTC,W,3.355,5,Creature - Human Soldier
,Boros Mastiff,W,"#Battalion# ﾗ Whenever Boros Mastiff and at least two other creatures attack, Boros Mastiff gains lifelink until end of turn. #(Damage dealt by a creature with lifelink also causes its controller to gain that much life.)#",2/2,C,DGM,1W,2.724,15,Creature - Hound
,Boros Reckoner,Gld,"Whenever Boros Reckoner is dealt damage, it deals that much damage to target creature or player.
%P: Boros Reckoner gains first strike until end of turn.",3/3,R,GTC,%P%P%P,4.043,1,Creature - Minotaur Wizard
,Briarpack Alpha,G,"Flash #(You may cast this spell any time you could cast an instant.)#
When Briarpack Alpha enters the battlefield, target creature gets +2/+2 until end of turn.",3/3,U,DKA,3G,3.588,1,Creature - Wolf
,Briarpack Alpha,G,"Flash #(You may cast this spell any time you could cast an instant.)#
When Briarpack Alpha enters the battlefield, target creature gets +2/+2 until end of turn.",3/3,U,M14,3G,3.588,4,Creature - Wolf
,Brindle Boar,G,Sacrifice Brindle Boar: You gain 4 life.,2/2,C,M14,2G,3.188,8,Creature - Boar
,Bronzebeak Moa,Gld,"Whenever another creature enters the battlefield under your control, Bronzebeak Moa gets +3/+3 until end of turn.",2/2,U,DGM,2GW,3.785,5,Creature - Bird
,Brushstrider,G,Vigilance,3/1,U,RTR,1G,3.081,1,Creature - Beast
,Burning-Tree Emissary,Gld,"When Burning-Tree Emissary enters the battlefield, add %R%G to your mana pool.",2/2,U,GTC,%L%L,4.044,1,Creature - Human Shaman
,Canyon Minotaur,R,,3/3,C,M13,3R,2.210,9,Creature - Minotaur Warrior
,Canyon Minotaur,R,,3/3,C,M11,3R,2.210,7,Creature - Minotaur Warrior
,Capashen Knight,W,"First strike #(This creature deals combat damage before creatures without first strike.)#
%1%W: Capashen Knight gets +1/+0 until end of turn.",1/1,C,M14,1W,3.181,9,Creature - Human Knight
,Captain of the Watch,W,"Vigilance #(Attacking doesnﾒt cause this creature to tap.)#
Other Soldier creatures you control get +1/+1 and have vigilance.
When Captain of the Watch enters the battlefield, put three 1/1 white Soldier creature tokens onto the battlefield.",3/3,R,M13,4WW,5,2,Creature - Human Soldier
,Carnage Gladiator,Gld,"Whenever a creature blocks, that creatureﾒs controller loses 1 life.
%1%B%R: Regenerate Carnage Gladiator.",4/2,U,DGM,2BR,3.830,8,Creature - Skeleton Warrior
,Cartel Aristocrat,Gld,Sacrifice another creature: Cartel Aristocrat gains protection from the color of your choice until end of turn.,2/2,U,GTC,WB,3.435,2,Creature - Human Advisor
,Catacomb Slug,B,,2/6,C,RTR,4B,5,1,Creature - Slug
,Cathedral Sanctifier,W,"When Cathedral Sanctifier enters the battlefield, you gain 3 life.",1/1,C,AVR,W,3.500,1,Creature - Human Cleric
,Cemetery Reaper,B,"Other Zombie creatures you control get +1/+1.
%2%B, %T: Exile target creature card from a graveyard. Put a 2/2 black Zombie creature token onto the battlefield.",2/2,R,M10,1BB,4.124,1,Creature - Zombie
,Centaur Courser,G,,3/3,C,M13,2G,2.167,4,Creature - Centaur Warrior
,Centaur Healer,Gld,"When Centaur Healer enters the battlefield, you gain 3 life.",3/3,C,RTR,1GW,3.827,5,Creature - Centaur Cleric
,Centaur's Herald,G,"%2%G, Sacrifice Centaurﾒs Herald: Put a 3/3 green Centaur creature token onto the battlefield.",0/1,C,RTR,G,2.475,2,Creature - Elf Scout
,Chandra's Phoenix,R,"Flying
Haste #(This creature can attack and %T as soon as it comes under your control.)#
Whenever an opponent is dealt damage by a red instant or sorcery spell you control or by a red planeswalker you control, return Chandraﾒs Phoenix from your graveyard to your hand.",2/2,,FBP,1RR,3.709,2,Creature - Phoenix
,Chapel Geist,W,Flying,2/3,C,ISD,1WW,3.016,1,Creature - Spirit
,Charging Griffin,W,"Flying
Whenever Charging Griffin attacks, it gets +1/+1 until end of turn.",2/2,C,M14,3W,5,9,Creature - Griffin
,Child of Night,B,Lifelink #(Damage dealt by this creature also causes you to gain that much life.)#,2/1,C,M11,1B,2.400,11,Creature - Vampire
,Chronomaton,Art,"%1, %T: Put a +1/+1 counter on Chronomaton.",1/1,U,M13,1,3.562,7,Artifact Creature - Golem
,Cinder Elemental,R,"%X%R, %T, Sacrifice Cinder Elemental: Cinder Elemental deals X damage to target creature or player.",2/2,U,GTC,3R,3.430,2,Creature - Elemental
,Citanul Woodreaders,G,"Kicker %2%G #(You may pay an additional %2%G as you cast this spell.)#
When Citanul Woodreaders enters the battlefield, if it was kicked, draw two cards.",1/4,C,MMA,2G,3.333,4,Creature - Human Druid
,Clinging Anemones,U,"Defender
Evolve #(Whenever a creature enters the battlefield under your control, if that creature has greater power or toughness than this creature, put a +1/+1 counter on this creature.)#",1/4,C,GTC,3U,2.233,7,Creature - Jellyfish
,Clone,U,You may have Clone enter the battlefield as a copy of any creature on the battlefield.,0/0,R,ON,3U,4.122,2,Creature - Shapeshifter
,Cloudfin Raptor,U,"Flying
Evolve #(Whenever a creature enters the battlefield under your control, if that creature has greater power or toughness than this creature, put a +1/+1 counter on this creature.)#",0/1,C,GTC,U,3.926,3,Creature - Bird Mutant
,Cloudgoat Ranger,W,"When Cloudgoat Ranger enters the battlefield, put three 1/1 white Kithkin Soldier creature tokens onto the battlefield.
Tap three untapped Kithkin you control: Cloudgoat Ranger gets +2/+0 and gains flying until end of turn.",3/3,U,MMA,3WW,3.763,1,Creature - Giant Warrior
,Cobblebrute,R,,5/2,C,RTR,3R,5,3,Creature - Elemental
,Colossal Whale,U,"Islandwalk #(This creature canﾒt be blocked as long as defending player controls an Island.)#
Whenever Colossal Whale attacks, you may exile target creature defending player controls until Colossal Whale leaves the battlefield. #(That creature returns under its ownerﾒs control.)#",5/5,R,M14,5UU,3.641,2,Creature - Whale
,Concordia Pegasus,W,Flying,1/3,C,RTR,1W,2.705,1,Creature - Pegasus
,Consuming Aberration,Gld,"Consuming Aberrationﾒs power and toughness are each equal to the number of cards in your opponentsﾒ graveyards.
Whenever you cast a spell, each opponent reveals cards from the top of his or her library until he or she reveals a land card, then puts those cards into his or her graveyard.",*/*,R,GTC,3UB,4.050,2,Creature - Horror
,Coral Merfolk,U,,2/1,C,M12,1U,1.744,5,Creature - Merfolk
,Corpse Blockade,B,"Defender
Sacrifice another creature: Corpse Blockade gains deathtouch until end of turn.",1/4,C,GTC,2B,2.144,6,Creature - Zombie
,Corpse Hauler,B,"%2%B, Sacrifice Corpse Hauler: Return another target creature card from your graveyard to your hand.",2/1,C,M14,1B,2.946,6,Creature - Human Rogue
,Corpsejack Menace,Gld,"If one or more +1/+1 counters would be placed on a creature you control, twice that many +1/+1 counters are placed on it instead.",4/4,R,RTR,2BG,4.051,4,Creature - Fungus
,Council of the Absolute,Gld,"As Council of the Absolute enters the battlefield, name a card other than a creature or land card.
Your opponents canﾒt cast cards with the chosen name.
Spells with the chosen name you cast cost %2 less to cast.",2/4,M,DGM,2WU,3.559,1,Creature - Human Advisor
,Countryside Crusher,R,"At the beginning of your upkeep, reveal the top card of your library. If itﾒs a land card, put it into your graveyard and repeat this process.
Whenever a land card is put into your graveyard from anywhere, put a +1/+1 counter on Countryside Crusher.",3/3,R,MMA,1RR,4.013,1,Creature - Giant Warrior
,Court Homunculus,W,Court Homunculus gets +1/+1 as long as you control another artifact.,1/1,C,CFX,W,5,2,Artifact Creature - Homunculus
,Court Street Denizen,W,"Whenever another white creature enters the battlefield under your control, tap target creature an opponent controls.",2/2,C,GTC,2W,5,6,Creature - Human Soldier
,Courtly Provocateur,U,"%T: Target creature attacks this turn if able.
%T: Target creature blocks this turn if able.",1/1,U,M13,2U,3.272,4,Creature - Human Wizard
,Crimson Muckwader,R,"Crimson Muckwader gets +1/+1 as long as you control a Swamp.
%2%B: Regenerate Crimson Muckwader. #(The next time this creature would be destroyed this turn, it isnﾒt. Instead tap it, remove all damage from it, and remove it from combat.)#",2/1,U,M13,1R,3.404,4,Creature - Lizard
,Crocanura,G,"Reach #(This creature can block creatures with flying.)#
Evolve #(Whenever a creature enters the battlefield under your control, if that creature has greater power or toughness than this creature, put a +1/+1 counter on this creature.)#",1/3,C,GTC,2G,3.176,5,Creature - Crocodile Frog
,Crosstown Courier,U,"Whenever Crosstown Courier deals combat damage to a player, that player puts that many cards from the top of his or her library into his or her graveyard.",2/1,C,RTR,1U,2.850,7,Creature - Vedalken
,Crossway Vampire,R,"When Crossway Vampire enters the battlefield, target creature canﾒt block this turn.",3/2,C,ISD,1RR,3.322,2,Creature - Vampire
,Crusader of Odric,W,Crusader of Odricﾒs power and toughness are each equal to the number of creatures you control.,*/*,U,M13,2W,3.924,7,Creature - Human Soldier
,Crypt Creeper,B,Sacrifice Crypt Creeper: Exile target card from a graveyard.,2/1,C,AVR,1B,3.028,2,Creature - Zombie
,Cryptborn Horror,Gld,"Trample
Cryptborn Horror enters the battlefield with X +1/+1 counters on it, where X is the total life lost by your opponents this turn.",0/0,R,RTR,1%K%K,3.407,1,Creature - Horror
,Cyclops Tyrant,R,"Intimidate #(This creature canﾒt be blocked except by artifact creatures and/or creatures that share a color with it.)#
Cyclops Tyrant canﾒt block creatures with power 2 or less.",3/4,C,M14,5R,1.441,5,Creature - Cyclops
,Daggerdrome Imp,B,"Flying
Lifelink #(Damage dealt by this creature also causes you to gain that much life.)#",1/1,C,RTR,1B,3.105,1,Creature - Imp
,Daring Skyjek,W,"#Battalion# ﾗ Whenever Daring Skyjek and at least two other creatures attack, Daring Skyjek gains flying until end of turn.",3/1,C,GTC,1W,3.354,6,Creature - Human Knight
,Dark Revenant,B,"Flying
When Dark Revenant dies, put it on top of its ownerﾒs library.",2/2,U,RTR,3B,1.812,2,Creature - Spirit
,Darkthicket Wolf,G,%2%G: Darkthicket Wolf gets +2/+2 until end of turn. Activate this ability only once each turn.,2/2,C,ISD,1G,3.135,1,Creature - Wolf
,Dawnstrike Paladin,W,"Vigilance #(Attacking doesnﾒt cause this creature to tap.)#
Lifelink #(Damage dealt by this creature also causes you to gain that much life.)#",2/4,C,M14,3WW,2.667,10,Creature - Human Knight
,Dead Reveler,B,Unleash #(You may have this creature enter the battlefield with a +1/+1 counter on it. It canﾒt block as long as it has a +1/+1 counter on it.)#,2/3,C,RTR,2B,2.755,2,Creature - Zombie
,Deadly Recluse,G,"Reach #(This creature can block creatures with flying.)#
Deathtouch #(Any amount of damage this deals to a creature is enough to destroy it.)#",1/2,C,M10,1G,3.375,7,Creature - Spider
,Deadly Recluse,G,"Reach #(This creature can block creatures with flying.)#
Deathtouch #(Any amount of damage this deals to a creature is enough to destroy it.)#",1/2,C,M13,1G,3.375,4,Creature - Spider
,Deathcult Rogue,Gld,Deathcult Rogue canﾒt be blocked except by Rogues.,2/2,C,GTC,1%V%V,3.295,8,Creature - Human Rogue
,Deathgaze Cockatrice,B,"Flying
Deathtouch #(Any amount of damage this deals to a creature is enough to destroy it.)#",2/2,C,M14,2BB,3.286,7,Creature - Cockatrice
,Deathpact Angel,Gld,"Flying
When Deathpact Angel dies, put a 1/1 white and black Cleric creature token onto the battlefield. It has ﾓ%3%W%B%B, %T, Sacrifice this creature: Return a card named Deathpact Angel from your graveyard to the battlefield.ﾔ",5/5,M,GTC,3WBB,3.294,1,Creature - Angel
,Deepcavern Imp,B,"Flying, haste
EchoﾗDiscard a card. #(At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)#",2/2,C,FUT,2B,3.119,6,Creature - Imp Rebel
,Deputy of Acquittals,Gld,"Flash #(You may cast this spell any time you could cast an instant.)#
When Deputy of Acquittals enters the battlefield, you may return another target creature you control to its ownerﾒs hand.",2/2,C,DGM,WU,3.803,11,Creature - Human Wizard
,Deranged Assistant,U,"%T, Put the top card of your library into your graveyard: Add %1 to your mana pool.",1/1,C,ISD,1U,3.774,2,Creature - Human Wizard
,Desecration Demon,B,"Flying
At the beginning of each combat, any opponent may sacrifice a creature. If a player does, tap Desecration Demon and put a +1/+1 counter on it.",6/6,R,RTR,2BB,4.025,1,Creature - Demon
,Diregraf Captain,Gld,"Deathtouch
Other Zombie creatures you control get +1/+1.
Whenever another Zombie you control dies, target opponent loses 1 life.",2/2,U,DKA,1UB,3.861,4,Creature - Zombie Soldier
,Disciple of the Old Ways,G,%R: Disciple of the Old Ways gains first strike until end of turn.,2/2,C,GTC,1G,2.977,2,Creature - Human Warrior
,Dragon Egg,R,"Defender #(This creature canﾒt attack.)#
When Dragon Egg dies, put a 2/2 red Dragon creature token with flying onto the battlefield. It has ﾓ%R: This creature gets +1/+0 until end of turn.ﾔ",0/2,U,M14,2R,3.591,2,Creature - Dragon
,Dragon Hatchling,R,"Flying
%R: Dragon Hatchling gets +1/+0 until end of turn.",0/1,C,M13,1R,3.468,17,Creature - Dragon
,Drainpipe Vermin,B,"When Drainpipe Vermin dies, you may pay %B. If you do, target player discards a card.",1/1,C,RTR,B,2.808,2,Creature - Rat
,Drakewing Krasis,Gld,"Flying, trample",3/1,C,GTC,1GU,3.301,2,Creature - Lizard Drake
,Dreg Mangler,Gld,"Haste
Scavenge %3%B%G #(%3%B%G, Exile this card from your graveyard: Put a number of +1/+1 counters equal to this cardﾒs power on target creature. Scavenge only as a sorcery.)#",3/3,U,RTR,1BG,4.012,1,Creature - Plant Zombie
,Driver of the Dead,B,"When Driver of the Dead dies, return target creature card with converted mana cost 2 or less from your graveyard to the battlefield.",3/2,C,AVR,3B,3.000,1,Creature - Vampire
,Drogskol Captain,Gld,"Flying
Other Spirit creatures you control get +1/+1 and have hexproof. #(They canﾒt be the targets of spells or abilities your opponents control.)#",2/2,U,DKA,1WU,3.891,1,Creature - Spirit Soldier
,Drudge Beetle,G,"Scavenge %5%G #(%5%G, Exile this card from your graveyard: Put a number of +1/+1 counters equal to this cardﾒs power on target creature. Scavenge only as a sorcery.)#",2/2,C,RTR,1G,2.691,1,Creature - Insect
,Durkwood Baloth,G,"Suspend 5ﾗ%G #(Rather than cast this card from your hand, you may pay %G and exile it with five time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, cast it without paying its mana cost. It has haste.)#",5/5,C,MMA,4GG,3.237,2,Creature - Beast
,Duskdale Wurm,G,"Trample #(If this creature would assign enough damage to its blockers to destroy them, you may have it assign the rest of its damage to defending player or planeswalker.)#",7/7,U,M13,5GG,3.068,4,Creature - Wurm
,Duskmantle Guildmage,Gld,"%1%U%B: Whenever a card is put into an opponentﾒs graveyard from anywhere this turn, that player loses 1 life.
%2%U%B: Target player puts the top two cards of his or her library into his or her graveyard.",2/2,U,GTC,UB,3.870,4,Creature - Human Wizard
,Duskmantle Prowler,B,"Haste #(This creature can attack and %T as soon as it comes under your control.)#
Exalted #(Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)#",2/2,U,M13,3B,3.100,4,Creature - Vampire Rogue
,Dutiful Thrull,W,%B: Regenerate Dutiful Thrull.,1/1,C,GTC,W,3.401,2,Creature - Thrull
,Duty-Bound Dead,B,"Exalted #(Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)#
%3%B: Regenerate Duty-Bound Dead. #(The next time this creature would be destroyed this turn, it isnﾒt. Instead tap it, remove all damage from it, and remove it from combat.)#",0/2,C,M13,B,3.905,5,Creature - Skeleton
,Earwig Squad,B,"Prowl %2%B #(You may cast this for its prowl cost if you dealt combat damage to a player this turn with a Goblin or Rogue.)#
When Earwig Squad enters the battlefield, if its prowl cost was paid, search target opponentﾒs library for three cards and exile them. Then that player shuffles his or her library.",5/3,R,MMA,3BB,4.238,4,Creature - Goblin Rogue
,Elgaud Inquisitor,W,"Lifelink #(Damage dealt by this creature also causes you to gain that much life.)#
When Elgaud Inquisitor dies, put a 1/1 white Spirit creature token with flying onto the battlefield.",2/2,C,DKA,3W,2.592,2,Creature - Human Cleric
,Elgaud Shieldmate,U,"Soulbond #(You may pair this creature with another unpaired creature when either enters the battlefield. They remain paired for as long as you control both of them.)#
As long as Elgaud Shieldmate is paired with another creature, both creatures have hexproof. #(They canﾒt be the targets of spells or abilities your opponents control.)#",2/3,C,AVR,3U,3.841,1,Creature - Human Soldier
,Elite Arcanist,U,"When Elite Arcanist enters the battlefield, you may exile an instant card from your hand.
%X, %T: Copy the exiled card. You may cast the copy without paying its mana cost. X is the converted mana cost of the exiled card.",1/1,R,M14,3U,3.645,2,Creature - Human Wizard
,Elusive Krasis,Gld,"Elusive Krasis is unblockable.
Evolve #(Whenever a creature enters the battlefield under your control, if that creature has greater power or toughness than this creature, put a +1/+1 counter on this creature.)#",0/4,U,GTC,1GU,3.826,5,Creature - Fish Mutant
,Elvish Mystic,G,%T: Add %G to your mana pool.,1/1,C,M14,G,5,5,Creature - Elf Druid
,Elvish Visionary,G,"When Elvish Visionary enters the battlefield, draw a card.",1/1,C,M13,1G,5,5,Creature - Elf Shaman
,Emancipation Angel,W,"Flying
When Emancipation Angel enters the battlefield, return a permanent you control to its ownerﾒs hand.",3/3,U,AVR,1WW,3.898,1,Creature - Angel
,Ember Beast,R,Ember Beast canﾒt attack or block alone.,3/4,C,GTC,2R,3.100,5,Creature - Beast
,Ember Hauler,R,"%1, Sacrifice Ember Hauler: Ember Hauler deals 2 damage to target creature or player.",2/2,U,M11,RR,3.972,2,Creature - Goblin
,Emmara Tandris,Gld,Prevent all damage that would be dealt to creature tokens you control.,5/7,R,DGM,5GW,1.520,1,Legendary Creature - Elf Shaman
,"Exava, Rakdos Blood Witch",Gld,"First strike, haste
Unleash #(You may have this creature enter the battlefield with a +1/+1 counter on it. It canﾒt block as long as it has a +1/+1 counter on it.)#
Each other creature you control with a +1/+1 counter on it has haste.",3/3,R,DGM,2BR,3.843,1,Legendary Creature - Human Cleric
,Experiment One,G,"Evolve #(Whenever a creature enters the battlefield under your control, if that creature has greater power or toughness than this creature, put a +1/+1 counter on this creature.)#
Remove two +1/+1 counters from Experiment One: Regenerate Experiment One.",1/1,U,GTC,G,3.875,4,Creature - Human Ooze
,Faerie Impostor,U,"Flying
When Faerie Impostor enters the battlefield, sacrifice it unless you return another creature you control to its ownerﾒs hand.",2/1,U,RTR,U,5,6,Creature - Faerie Rogue
,Faerie Macabre,B,"Flying
Discard Faerie Macabre: Exile up to two target cards from graveyards.",2/2,C,SHM,1BB,5,2,Creature - Faerie Rogue
,Faerie Mechanist,U,"Flying
When Faerie Mechanist enters the battlefield, look at the top three cards of your library. You may reveal an artifact card from among them and put it into your hand. Put the rest on the bottom of your library in any order.",2/2,C,CFX,3U,5,3,Artifact Creature - Faerie Artificer
,Falkenrath Exterminator,R,"Whenever Falkenrath Exterminator deals combat damage to a player, put a +1/+1 counter on it.
%2%R: Falkenrath Exterminator deals damage to target creature equal to the number of +1/+1 counters on Falkenrath Exterminator.",1/1,U,AVR,1R,3.426,1,Creature - Vampire Archer
,Falkenrath Noble,B,"Flying
Whenever Falkenrath Noble or another creature dies, target player loses 1 life and you gain 1 life.",2/2,U,ISD,3B,3.818,1,Creature - Vampire
,Fencing Ace,W,Double strike #(This creature deals both first-strike and regular combat damage.)#,1/1,U,RTR,1W,3.967,1,Creature - Human Soldier
,Feral Animist,Gld,"%3: Feral Animist gets +X/+0 until end of turn, where X is its power.",2/1,U,DGM,1RG,3.298,7,Creature - Goblin Shaman
,Festering Goblin,B,"When Festering Goblin dies, target creature gets -1/-1 until end of turn.",1/1,C,ARC,B,3.812,2,Creature - Zombie Goblin
,Festering Newt,B,"When Festering Newt dies, target creature an opponent controls gets -1/-1 until end of turn. That creature gets -4/-4 instead if you control a creature named Bogbrew Witch.",1/1,C,M14,B,3.573,11,Creature - Salamander
,Fiend Hunter,W,"When Fiend Hunter enters the battlefield, you may exile another target creature.
When Fiend Hunter leaves the battlefield, return the exiled card to the battlefield under its ownerﾒs control.",1/3,U,ISD,1WW,3.783,1,Creature - Human Cleric
,Fiendslayer Paladin,W,"First strike #(This creature deals combat damage before creatures without first strike.)#
Lifelink #(Damage dealt by this creature also causes you to gain that much life.)#
Fiendslayer Paladin canﾒt be the target of black or red spells your opponents control.",2/2,R,M14,1WW,3.694,2,Creature - Human Knight
,Fire Elemental,R,,5/4,C,M13,3RR,0.000,6,Creature - Elemental
